"UniqueIndex","u.r","DOI","Title","Authors","JnlYear","InfantGroup","ExperimentNo","PublicationStatus","NativeLanguage","TestLanguage","Lab","InfantType","minAge","meanAge","maxAge","PropFemales","Included","Excluded","Fussers","NonCriterion","Criterion","exclusionCriteria","MeanAgeMonths","MultipleAgeGroups","MultipleAgeGroupsYO","Words","WdMisAlignMajorStress","Linguistic","NumberSyllables","passages","EdgeAlign","EdgeAlignSimple","FamVoice","FamRegister","FamAffect","maxTrialDurFam","TestVoice","TestRegister","AgeGroupForIndex","Indexical","maxTrialDurTest","nbTrialsTest","Words2Passage","famCriterion","repeatedMeasures","Method","PredictedEffect","OtherNotes","LTFam","SD.LTFam","LTNov","SD.LTNov","correlationFamNov","exact.t","exact.F","p_val_reported","proportionFamPref","formula2use","propIncl","unique","difficulty","correlationFamNov.imputed","LTDif","PooledSD","ES","ESg","ES.SE","ESg.SE","ES.W","ESg.W","p_estim"
583,"Christina","10.1111/j.1532-7078.2011.00075.x","Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language Cross-Dialect and Cross-Language Comparisons","Polka Sundara",2011,"1_Eng","1_Eng","peer-reviewed","Canadian English","native",NA,"standard",220.94,242.94,266.36,0.25,16,8,1,5.5,3,"fussiness very short looks during test (criterion) segmentation index (test -control) more than 2 SD from group average technical problems",8,0,0,"{kingdom hamlet} {candle doctor}",0,"match",2,"Your kingdom is in a faraway place. The prince used to sail to that kingdom when he came home from school. One day he saw a ghost in this old kingdom. The kingdom started to worry him. So he went to another kingdom. Now in the big kingdom he is happy. Your hamlet lies just over the hill. Far away from here near the sea is an old hamlet. People from the hamlet like to fish. Another hamlet is in the country. People from that hamlet really like to farm. They grow so much that theirs is a very big hamlet. The doctor saw you the other day. Heâ€™s much younger than the old doctor. I think your doctor is very nice. He showed another doctor your pretty picture. That doctor thought you grew a lot. Maybe someday youâ€™ll be a big doctor. The candle in the kitchen was almost melted. So Annie bought another candle at the stationery store. She came home and put away the old candle. Fran gave that candle to you later. Then she made a place for the new big candle. Your candle is very pretty and smells nice too.",58.3333333333,0.333333333333333,"female (biling)","IDS",NA,22.4,"female (biling)","IDS",NA,"not.manipulated",21.9,12,"yes",30,"no","HPP","significant","d = .55",12.6,3.3,10.8,3.3,NA,2.45,"",0.03,0.6875,"means&SD",0.666666666666667,"10.1111/j.1532-7078.2011.00075.x_1_Eng",3,0.65,1.8,3.3,0.545454545454545,0.517719568567026,0.230320473821059,0.228311297333078,18.8510223953262,19.1842663883011,0.0135206855751759
583,"Christina","10.1111/j.1532-7078.2011.00075.x","Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language Cross-Dialect and Cross-Language Comparisons","Polka Sundara",2011,"1_Fr","1_Fr","peer-reviewed","Canadian French","native",NA,"standard",220.94,237.94,266.36,0.6875,16,8,1,5.5,3,"fussiness very short looks during test (criterion) segmentation index (test -control) more than 2 SD from group average technical problems",8,0,0,"beret surprise devis guitare",0,"match",2,"Elle a sorti ses belles guitares. Trois guitares ne seraient pas assez. Il faut dâ€™autres guitares pour la fÃªte. Ne faites pas trop attention aux guitares. On voit plusieurs guitares avant de choisir. Les guitares ne sont pas accordÃ©es.  La mode est aux bÃ©rets et autres chapeaux. Plusieurs bÃ©rets sont encore en vente. Ces jolis bÃ©rets sont Ã  ma soeur. Elle a besoin de trois bÃ©rets. Il faut mettre les bÃ©rets sur la table. On va apporter dâ€™autres bÃ©rets. Voici de belles surprises pour vous. Il a voulu faire plusieurs surprises. Dâ€™autres surprises risquent encore de se produire. Les surprises sont faciles Ã Ã©viter. Mieux vaut deux que trois surprises. Il sâ€™attend aux surprises Ã  venir. Les devis reÃ§us sont raisonnables. Elle a dâ€™autres devis Ã  envoyer. On doit faire confiance aux devis. Il y a trois devis posÃ©s sur la table. VoilÃ  de bien beaux devis. Plusieurs devis sont falsifiÃ©s.",NA,0.333333333333333,"female (biling)","IDS",NA,21.7,"female (biling)","IDS",NA,"not.manipulated",21.2,12,"yes",30,"no","HPP","exploratory","d = .46",10.7,3.3,9.3,2.7,NA,4.12,"",0.001,0.9375,"means&SD",0.666666666666667,"10.1111/j.1532-7078.2011.00075.x_1_Fr",3,0.887,1.4,3.01496268633627,0.464350688764661,0.440739636793577,0.144440900777383,0.14211036945814,47.931345861044,49.516331633828,0.000454336126950848
275,"Christina","http://www.icphs2011.hk/resources/OnlineProceedings/RegularSession/Mason-Apps/Mason-Apps.pdf","Early word segmentation in typically developing infants and infants with down syndrome: a preliminary study","Mason-Apps Stojanovik Houston-Price",2011,"1","1_guitar","proceedings","British English","native","Jusczyk","standard",NA,313.2,NA,0.5833333333,24,NA,NA,NA,NA,"",10,0,0,"{guitar surprise beret device}",1,"match",2,"The man put away his old guitar. Your guitar is in the studio. That red guitar is brand new. The pink guitar is mine. Give the girl the plain guitar. Her guitar is too fancy. Your device can do a lot. Her device only fixes things. My new red device makes ice cream. The pink device sews clothes. We donâ€™t need that old device. I think it is a plain device. The lady is wearing an old beret. She gave her plain beret to the clerk. Your beret is colorful and new. The red beret belongs to Jacques. Your mother bought a pink beret. Her beret is nice too. The big red surprise is for you. The small pink surprise is for Dawn. Your surprise will be fantastic. I think Dawn got the old surprise. Her surprise might not last long. At least she didnâ€™t get a plain surprise.",65.8333333333,0.333333333333333,"female (BE)","IDS",NA,16.5,"female (BE)","IDS",NA,"not.manipulated",14.2,12,"yes",30,"yes","HPP","significant","",6.597,1.762,5.977,2.165,0.48,1.498,"",0.074,0.5833333333,"means&SD",NA,"http://www.icphs2011.hk/resources/OnlineProceedings/RegularSession/Mason-Apps/Mason-Apps.pdf_1",4,0.48,0.62,1.97381217444822,0.314112967802178,0.303757595237271,0.213046696590085,0.21273363022923,22.0318208140437,22.096714147583,0.0738665737929615
275,"Christina","http://www.icphs2011.hk/resources/OnlineProceedings/RegularSession/Mason-Apps/Mason-Apps.pdf","Early word segmentation in typically developing infants and infants with down syndrome: a preliminary study","Mason-Apps Stojanovik Houston-Price",2011,"1","1_kingdom","proceedings","British English","native","Jusczyk","standard",NA,313.2,NA,0.5833333333,24,NA,NA,NA,NA,"",10,0,0,"{kingdom hamlet} {candle doctor}",0,"match",2,"The candle in the kitchen was almost melted. So Annie bought another candle at the stationary store. She came home and put away the old candle. Fran gave that candle to you later. Then she made a place for the new big candle. Your candle is very pretty and smells nice too. Your hamlet lies just over the hill. Far away from here near the sea is an old hamlet. People from the hamlet like to fish. Another hamlet is in the country. People from that hamlet really like to farm. They grow so much that theirs is a very big hamlet. Your kingdom is in a faraway place. The prince used to sail to that kingdom when he came home from school. One day he saw a ghost in this old kingdom. The kingdom started to worry him. So he went to another kingdom. Now in the big kingdom he is happy. The raptor saw you the other day. He's much younger than the old raptor. I think your raptor is very nice. He showed another raptor your pretty picture. That raptor thought you grew a lot. Maybe someday youâ€™ll be a big raptor.",58.3333333333,0.333333333333333,"female (BE)","IDS",NA,16.5,"female (BE)","IDS",NA,"not.manipulated",14.2,12,"yes",30,"yes","HPP","significant","",6.845,2.825,5.358,1.882,0.504,2.94,"",0.004,0.7083333333,"means&SD",NA,"http://www.icphs2011.hk/resources/OnlineProceedings/RegularSession/Mason-Apps/Mason-Apps.pdf_1",3,0.504,1.487,2.40026550614718,0.619514797922033,0.599091233155373,0.222101637058933,0.220931282003196,20.2719945468482,20.4873399909408,0.00367692667531599
619,"Amanda","http://www.tpsycho.uqam.ca/NUN/D_pages_Profs/D_GRL/Publications/babineau__shi_bucld35_paper_2011.pdf","Processing of French Liaisons in Toddlers","Babineau Shi",2011,"1","1","proceedings","Canadian French","native","Shi","standard",625,631,662,NA,16,13,NA,0,NA,"parental interference equipment error fussiness failure to complete experiment",20,1,1,"onche eque",0,"match",1,"Jâ€™ai trouvÃ© mon onche sur le pavillon. 
Il y avait mon Ã¨que sur lâ€™Ã©tagÃ¨re. 
Il y avait couramment un onche. 
On ne rÃ©ussit guÃ¨re un Ã¨que. 
Câ€™Ã©tait un petit onche qui Ã©tait ravi. 
Voici un petit Ã¨que que je trouve fou. 
Je suis camouflÃ© au grand onche. 
Je tâ€™ai frÃ©quentÃ© au grand Ã¨que. 
Ã‡a nâ€™englobe pas ces onches. 
Jâ€™avais dÃ©nichÃ© ces Ã¨ques. 
Ces gros onches sont de sales voyous. 
Ces gros Ã¨ques le chagrinent beaucoup. 
Ce premier onche veut sâ€™enfuir. 
Le premier Ã¨que va rugir. 
Il a discutÃ© du dernier onche. 
VoilÃ  la plainte du dernier Ã¨que. 

",NA,0.5,"female","IDS",NA,6.4,"female","IDS",NA,"not.manipulated",18.5,10,"no",50,"no","Other","exploratory","",9.68,3.329,9.546,2.953,0.835,0.29,"",0.77,NA,"means&SD",0.551724137931034,"http://www.tpsycho.uqam.ca/NUN/D_pages_Profs/D_GRL/Publications/babineau__shi_bucld35_paper_2011.pdf_1",3,0.835,0.134,3.14662120376762,0.0425853610341006,0.0404200036933836,0.143811238366305,0.143791708807672,48.3519894542219,48.3651245250415,0.387893343669409
619,"Amanda","http://www.tpsycho.uqam.ca/NUN/D_pages_Profs/D_GRL/Publications/babineau__shi_bucld35_paper_2011.pdf","Processing of French Liaisons in Toddlers","Babineau Shi",2011,"2","2","proceedings","Canadian French","native","Shi","standard",619,637,659,NA,16,21,NA,0,NA,"parental interference equipment error fussiness failure to complete experiment",20,0,0,"zonche zeque",0,"reparse",1,"Jâ€™ai trouvÃ© mon onche sur le pavillon. 
Il y avait mon Ã¨que sur lâ€™Ã©tagÃ¨re. 
Il y avait couramment un onche. 
On ne rÃ©ussit guÃ¨re un Ã¨que. 
Câ€™Ã©tait un petit onche qui Ã©tait ravi. 
Voici un petit Ã¨que que je trouve fou. 
Je suis camouflÃ© au grand onche. 
Je tâ€™ai frÃ©quentÃ© au grand Ã¨que. 
Ã‡a nâ€™englobe pas ces onches. 
Jâ€™avais dÃ©nichÃ© ces Ã¨ques. 
Ces gros onches sont de sales voyous. 
Ces gros Ã¨ques le chagrinent beaucoup. 
Ce premier onche veut sâ€™enfuir. 
Le premier Ã¨que va rugir. 
Il a discutÃ© du dernier onche. 
VoilÃ  la plainte du dernier Ã¨que.",NA,0,"female","IDS",NA,6.4,"female","IDS",NA,"not.manipulated",18.5,10,"no",50,"no","Other","exploratory","",8.541,2.192,9.915,2.707,0.728,-2.943,"",0.032,NA,"means&SD",0.432432432432432,"http://www.tpsycho.uqam.ca/NUN/D_pages_Profs/D_GRL/Publications/babineau__shi_bucld35_paper_2011.pdf_2",4,0.728,-1.374,2.46299746244287,-0.557856847581657,-0.529491245162251,0.209105555162469,0.206788008802453,22.8701418799674,23.3856420184681,0.00503786287051196
619,"Amanda","http://www.tpsycho.uqam.ca/NUN/D_pages_Profs/D_GRL/Publications/babineau__shi_bucld35_paper_2011.pdf","Processing of French Liaisons in Toddlers","Babineau Shi",2011,"3","3","proceedings","Canadian French","native","Shi","standard",744,753,771,NA,16,17,NA,0,NA,"parental interference equipment error ceiling effect fussiness and failure to complete the experiment",24,1,2,"onche eque",0,"match",1,"Jâ€™ai trouvÃ© mon onche sur le pavillon. 
Il y avait mon Ã¨que sur lâ€™Ã©tagÃ¨re. 
Il y avait couramment un onche. 
On ne rÃ©ussit guÃ¨re un Ã¨que. 
Câ€™Ã©tait un petit onche qui Ã©tait ravi. 
Voici un petit Ã¨que que je trouve fou. 
Je suis camouflÃ© au grand onche. 
Je tâ€™ai frÃ©quentÃ© au grand Ã¨que. 
Ã‡a nâ€™englobe pas ces onches. 
Jâ€™avais dÃ©nichÃ© ces Ã¨ques. 
Ces gros onches sont de sales voyous. 
Ces gros Ã¨ques le chagrinent beaucoup. 
Ce premier onche veut sâ€™enfuir. 
Le premier Ã¨que va rugir. 
Il a discutÃ© du dernier onche. 
VoilÃ  la plainte du dernier Ã¨que.",NA,0.5,"female","IDS",NA,6.4,"female","IDS",NA,"not.manipulated",18.5,10,"no",50,"no","Other","significant","",11.104,3.237,9.652,3.369,0.812,2.277,"",NA,NA,"means&SD",0.484848484848485,"http://www.tpsycho.uqam.ca/NUN/D_pages_Profs/D_GRL/Publications/babineau__shi_bucld35_paper_2011.pdf_3",3,0.812,1.452,3.30365933473777,0.439512629141967,0.417164529355087,0.171862167809636,0.170112668964577,33.8562949037857,34.5562560329804,0.0189343039245973
50,"Amanda","10.1016/j.cognition.2011.07.004","Initial morphological learning in preverbal infants","Marquis and Shi",2012,"2","2","peer-reviewed","Canadian French","native","Shi","standard",337,348,361,0.4375,16,1,1,0,NA,"fussiness",11,0,0,"glYt trId",0,"embedded",1,"*Maman a glutou le magot. (*Mommy has glutou the pile.) *Glutou les grappes est amusant. (*Glutou the grapes is amusing.) *Il a glutou la parcelle. (*He has glutou the parcel.)
*C’est le lot qu’on a glutou. (*It’s the lot that we’ve glutou.) *Bébé va glutou les gondoles. (*Baby will glutou the gondolas.) *Le songe j’ai glutou. (*The dream I’ve glutou.)
*Glutou la coquille! (*Glutou the shell!)
*Maman a tridou les poèmes. (*Mommy has tridou the poems.) *Tridou les verbes est amusant. (*Tridou the verbs is amusing.) *Il a tridou la virgule. (*He has tridou the comma.)
*C’est le feu qu’on a tridou. (*It’s the fire that we’ve tridou.) *Bébé va tridou le graphème. (*Baby will tridou the grapheme.) *La phrase j’ai tridou. (*The sentence I’ve tridou.)
*Tridou le juron! (*Tridou the curseword!)",NA,NA,"female French IDS","IDS",NA,8.5,"same female","IDS",NA,"not.manipulated",16,14,"yes",30,"no","Other","exploratory","",3.8021,1.34939,3.1448,1.19718,0.527,2.11,"",0.026,NA,"means&SD",0.941176470588235,"10.1016/j.cognition.2011.07.004_2",4,0.527,0.6573,1.27555739276992,0.515304135843427,0.489102230631049,0.259659533838143,0.258071028982833,14.8317178066136,15.0148671207701,0.0260328092983556
50,"Christina","10.1016/j.cognition.2011.07.004","Initial morphological learning in preverbal infants","Marquis and Shi",2012,"1_er","1_er","peer-reviewed","Canadian French","native","Shi","standard",329,345,354,0.3125,16,1,1,0,NA,"fussiness",11,0,0,"glYt trId",0,"embedded",1,"*Maman a glutou le magot. (*Mommy has glutou the pile.) *Glutou les grappes est amusant. (*Glutou the grapes is amusing.) *Il a glutou la parcelle. (*He has glutou the parcel.)
*C’est le lot qu’on a glutou. (*It’s the lot that we’ve glutou.) *Bébé va glutou les gondoles. (*Baby will glutou the gondolas.) *Le songe j’ai glutou. (*The dream I’ve glutou.)
*Glutou la coquille! (*Glutou the shell!)
*Maman a tridou les poèmes. (*Mommy has tridou the poems.) *Tridou les verbes est amusant. (*Tridou the verbs is amusing.) *Il a tridou la virgule. (*He has tridou the comma.)
*C’est le feu qu’on a tridou. (*It’s the fire that we’ve tridou.) *Bébé va tridou le graphème. (*Baby will tridou the grapheme.) *La phrase j’ai tridou. (*The sentence I’ve tridou.)
*Tridou le juron! (*Tridou the curseword!)",NA,NA,"female French IDS","IDS",NA,8.5,"same female","IDS",NA,"not.manipulated",16.5,14,"yes",30,"no","Other","significant","",4.5458,1.6356,3.7063,1.37765,0.756,3.113,"",0.007,NA,"means&SD",0.941176470588235,"10.1016/j.cognition.2011.07.004_1_er",4,0.756,0.8395,1.51213539117699,0.555175154882502,0.526945909718985,0.200329373516998,0.197932437318392,24.9178595879725,25.5250178755543,0.00356272404241144
50,"Christina","10.1016/j.cognition.2011.07.004","Initial morphological learning in preverbal infants","Marquis and Shi",2012,"1_ou","1_ou","peer-reviewed","Canadian French","native","Shi","standard",329,345,354,0.4375,16,1,1,0,NA,"fussiness",11,0,0,"glYt trId",0,"embedded",1,"*Maman a glutou le magot. (*Mommy has glutou the pile.) *Glutou les grappes est amusant. (*Glutou the grapes is amusing.) *Il a glutou la parcelle. (*He has glutou the parcel.)
*C’est le lot qu’on a glutou. (*It’s the lot that we’ve glutou.) *Bébé va glutou les gondoles. (*Baby will glutou the gondolas.) *Le songe j’ai glutou. (*The dream I’ve glutou.)
*Glutou la coquille! (*Glutou the shell!)
*Maman a tridou les poèmes. (*Mommy has tridou the poems.) *Tridou les verbes est amusant. (*Tridou the verbs is amusing.) *Il a tridou la virgule. (*He has tridou the comma.)
*C’est le feu qu’on a tridou. (*It’s the fire that we’ve tridou.) *Bébé va tridou le graphème. (*Baby will tridou the grapheme.) *La phrase j’ai tridou. (*The sentence I’ve tridou.)
*Tridou le juron! (*Tridou the curseword!)",NA,NA,"female French IDS","IDS",NA,8.5,"same female","IDS",NA,"not.manipulated",16,14,"yes",30,"no","Other","nonsignificant","",3.6917,1.77229,4.2229,2.37088,0.441,-0.945,"",0.359,NA,"means&SD",0.941176470588235,"10.1016/j.cognition.2011.07.004_1_ou",4,0.441,-0.5312,2.0930938605925,-0.253786994458831,-0.240882571011772,0.268118900778906,0.267746639394015,13.9105768393141,13.9492848543454,0.179816676924831
587,"Christina","10.1016/j.cognition.2012.05.008","Influences of lexical tone and pitch on word recognition in bilingual infants","Singh Foong ",2012,"1_11","2_11_match","peer-reviewed","Mandarin and English","native","Singh","bilingual",325,332,348,0.5,16,1,1,0,0,"fussiness",11,1,2,"{bei tou}{dantian}",0,"match",1,"",NA,NA,"female","IDS","mixed",NA,"female","IDS","o","match",20,16,"yes",30,"yes","HPP","significant","Fam actually split in pitch match and mismatch. Reporting on matched case here",10.637,4.218,7.492,2.212,NA,NA,"",NA,NA,"means&SD",0.941176470588235,"10.1016/j.cognition.2012.05.008_1_11",1,0.728,3.145,3.36782333265865,0.933837582720604,0.886354315802607,0.247490696220425,0.241972620684003,16.3260922158415,17.0792007674511,NA
